arm,mode,thinking,tau,class,items,blocks,block_rate,false_block_rate,v3_separated,v4_separated,warranted_share
sol,M_constrained,none,0.20,benign,800,69,0.086250,0.086250,181,8,0.965500
sol,M_constrained,none,0.30,V1,160,49,0.306250,0.060000,158,2,0.976000
sol,M_constrained,none,0.30,V2,200,47,0.235000,0.060000,158,2,0.976000
sol,M_constrained,none,0.30,V3,220,171,0.777273,0.060000,158,2,0.976000
sol,M_constrained,none,0.30,V4,220,11,0.050000,0.060000,158,2,0.976000
sol,M_constrained,none,0.30,V5,200,0,0.000000,0.060000,158,2,0.976000
sol,M_constrained,none,0.30,V6,200,0,0.000000,0.060000,158,2,0.976000
sol,M_constrained,none,0.30,benign,800,48,0.060000,0.060000,158,2,0.976000
sol,M_constrained,none,0.50,V1,160,49,0.306250,0.060000,116,1,0.976000
sol,M_constrained,none,0.50,V2,200,47,0.235000,0.060000,116,1,0.976000
sol,M_constrained,none,0.50,V3,220,129,0.586364,0.060000,116,1,0.976000
sol,M_constrained,none,0.50,V4,220,10,0.045455,0.060000,116,1,0.976000
sol,M_constrained,none,0.50,V5,200,0,0.000000,0.060000,116,1,0.976000
sol,M_constrained,none,0.50,V6,200,0,0.000000,0.060000,116,1,0.976000
sol,M_constrained,none,0.50,benign,800,48,0.060000,0.060000,116,1,0.976000
sol,M_constrained,none,1.00,V1,160,49,0.306250,0.060000,50,1,0.976000
sol,M_constrained,none,1.00,V2,200,47,0.235000,0.060000,50,1,0.976000
sol,M_constrained,none,1.00,V3,220,63,0.286364,0.060000,50,1,0.976000
sol,M_constrained,none,1.00,V4,220,10,0.045455,0.060000,50,1,0.976000
sol,M_constrained,none,1.00,V5,200,0,0.000000,0.060000,50,1,0.976000
sol,M_constrained,none,1.00,V6,200,0,0.000000,0.060000,50,1,0.976000
sol,M_constrained,none,1.00,benign,800,48,0.060000,0.060000,50,1,0.976000
sonnet,M_constrained,disabled,0.02,V1,320,209,0.653125,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.02,V2,400,248,0.620000,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.02,V3,440,430,0.977273,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.02,V4,440,144,0.327273,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.02,V5,400,148,0.370000,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.02,V6,400,153,0.382500,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.02,benign,1600,547,0.341875,0.341875,428,144,0.863250
sonnet,M_constrained,disabled,0.05,V1,320,196,0.612500,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.05,V2,400,212,0.530000,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.05,V3,440,421,0.956818,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.05,V4,440,84,0.190909,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.05,V5,400,84,0.210000,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.05,V6,400,92,0.230000,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.05,benign,1600,311,0.194375,0.194375,419,84,0.922250
sonnet,M_constrained,disabled,0.10,V1,320,184,0.575000,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.10,V2,400,178,0.445000,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.10,V3,440,398,0.904545,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.10,V4,440,30,0.068182,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.10,V5,400,34,0.085000,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.10,V6,400,37,0.092500,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.10,benign,1600,135,0.084375,0.084375,396,30,0.966250
sonnet,M_constrained,disabled,0.15,V1,320,180,0.562500,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.15,V2,400,165,0.412500,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.15,V3,440,394,0.895455,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.15,V4,440,12,0.027273,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.15,V5,400,14,0.035000,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.15,V6,400,15,0.037500,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.15,benign,1600,63,0.039375,0.039375,392,12,0.984250
sonnet,M_constrained,disabled,0.20,V1,320,180,0.562500,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.20,V2,400,165,0.412500,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.20,V3,440,380,0.863636,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.20,V4,440,12,0.027273,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.20,V5,400,14,0.035000,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.20,V6,400,13,0.032500,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.20,benign,1600,61,0.038125,0.038125,378,12,0.984750
sonnet,M_constrained,disabled,0.30,V1,320,179,0.559375,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.30,V2,400,157,0.392500,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.30,V3,440,334,0.759091,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.30,V4,440,0,0.000000,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.30,V5,400,0,0.000000,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.30,V6,400,1,0.002500,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.30,benign,1600,19,0.011875,0.011875,332,0,0.995250
sonnet,M_constrained,disabled,0.50,V1,320,179,0.559375,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,0.50,V2,400,157,0.392500,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,0.50,V3,440,248,0.563636,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,0.50,V4,440,0,0.000000,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,0.50,V5,400,0,0.000000,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,0.50,V6,400,1,0.002500,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,0.50,benign,1600,19,0.011875,0.011875,246,0,0.995250
sonnet,M_constrained,disabled,1.00,V1,320,179,0.559375,0.011875,113,0,0.995250
sonnet,M_constrained,disabled,1.00,V2,400,157,0.392500,0.011875,113,0,0.995250
sonnet,M_constrained,disabled,1.00,V3,440,115,0.261364,0.011875,113,0,0.995250
sonnet,M_constrained,disabled,1.00,V4,440,0,0.000000,0.011875,113,0,0.995250
sonnet,M_constrained,disabled,1.00,V5,400,0,0.000000,0.011875,113,0,0.995250
sonnet,M_constrained,disabled,1.00,V6,400,1,0.002500,0.011875,113,0,0.995250
sonnet,M_constrained,disabled,1.00,benign,1600,19,0.011875,0.011875,113,0,0.995250
sonnet,M_free,disabled,0.02,V1,320,276,0.862500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.02,V2,400,342,0.855000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.02,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.02,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.02,V5,400,204,0.510000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.02,V6,400,380,0.950000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.02,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,V1,320,271,0.846875,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,V2,400,327,0.817500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,V5,400,150,0.375000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,V6,400,372,0.930000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.05,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,V1,320,269,0.840625,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,V2,400,320,0.800000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,V5,400,103,0.257500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,V6,400,368,0.920000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.10,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,V1,320,268,0.837500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,V2,400,315,0.787500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,V5,400,88,0.220000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,V6,400,368,0.920000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.15,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,V1,320,268,0.837500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,V2,400,315,0.787500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,V5,400,88,0.220000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,V6,400,368,0.920000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.20,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,V1,320,268,0.837500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,V2,400,313,0.782500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,V5,400,74,0.185000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,V6,400,368,0.920000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.30,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,V1,320,268,0.837500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,V2,400,313,0.782500,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,V5,400,74,0.185000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,V6,400,368,0.920000,1.000000,0,0,0.600000
sonnet,M_free,disabled,0.50,benign,1600,1600,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,V1,320,268,0.837500,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,V2,400,313,0.782500,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,V3,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,V4,440,440,1.000000,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,V5,400,74,0.185000,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,V6,400,368,0.920000,1.000000,0,0,0.600000
sonnet,M_free,disabled,1.00,benign,1600,1600,1.000000,1.000000,0,0,0.600000
